"AverageShortestPathLength","BetweennessCentrality","ClosenessCentrality","ClusteringCoefficient","common_name","Degree","Eccentricity","IsSingleNode","name","NeighborhoodConnectivity","NumberOfDirectedEdges","NumberOfUndirectedEdges","parent_group","PartnerOfMultiEdgedNodePairs","Radiality","selected","SelfLoops","shared name","Stress","TopologicalCoefficient","type"
"2.42857143","0.04761905","0.41176471","0.0","Acetic Acid","2","4","false","QTBSBXVTEAMEQO-UHFFFAOYSA-N","2.5","2","0","short_chain_fatty_acids","0","0.64285714","false","0","QTBSBXVTEAMEQO-UHFFFAOYSA-N","4","0.75","metabolite"
"1.85714286","0.38095238","0.53846154","0.0","Propionic Acid","3","3","false","XBDQKXXYIPTUBI-UHFFFAOYSA-N","2.0","3","0","short_chain_fatty_acids","0","0.78571429","false","0","XBDQKXXYIPTUBI-UHFFFAOYSA-N","22","0.5","metabolite"
"2.14285714","0.0952381","0.46666667","0.0","Enterococcaceae_Enterococcus","2","3","false","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus","2.5","2","0","Enterococcaceae","0","0.71428571","false","0","d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus","8","0.75","microbe"
"1.57142857","0.61904762","0.63636364","0.0","Butyric Acid","3","2","false","FERIUCNNQQJTOY-UHFFFAOYSA-N","2.66666667","3","0","short_chain_fatty_acids","0","0.85714286","false","0","FERIUCNNQQJTOY-UHFFFAOYSA-N","34","0.41666667","metabolite"
"2.71428571","0.0","0.36842105","0.0","Hafniaceae_Hafnia-Obesumbacterium","1","4","false","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Hafniaceae;g__Hafnia-Obesumbacterium","3.0","1","0","Hafniaceae","0","0.57142857","false","0","d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Hafniaceae;g__Hafnia-Obesumbacterium","0","0.0","microbe"
"1.85714286","0.52380952","0.53846154","0.0","Isovaleric acid","3","3","false","GWYFCOCPABKNJV-UHFFFAOYSA-N","1.66666667","3","0","short_chain_fatty_acids","0","0.78571429","false","0","GWYFCOCPABKNJV-UHFFFAOYSA-N","26","0.33333333","metabolite"
"2.71428571","0.0","0.36842105","0.0","Bacteroidaceae_Bacteroides","1","4","false","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides","3.0","1","0","Bacteroidaceae","0","0.57142857","false","0","d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides","0","0.0","microbe"
"2.71428571","0.0","0.36842105","0.0","Oscillospiraceae_Colidextribacter","1","4","false","d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter","3.0","1","0","Oscillospiraceae","0","0.57142857","false","0","d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter","0","0.0","microbe"
