Sample_ID	643	671	745	915	680	940	1028	1075	1124	1161	1192	1223	641	676	711	920	677	748	794	958	843	1087	1160	1189	751	829	877	1024	764	816	875	1022	640	667	716	970	790	1026	1097	1140
Condition	Pre	Stress	Post	Control	Control	Pre	Stress	Post	Pre	Stress	Post	Control	Pre	Stress	Post	Control	Pre	Stress	Post	Control	Control	Pre	Stress	Post	Pre	Stress	Post	Control	Pre	Stress	Post	Control	Pre	Stress	Post	Control	Control	Pre	Stress	Post
d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Aeromonadales;f__Succinivibrionaceae;g__Anaerobiospirillum	0.016939840673930957	0.05965042078979007	0.06779298545765612	0.006740640879394379	0.020893027698185292	0.0	0.0	NaN	0.010232997481108312	0.007544861337683523	0.0028583617747440274	0.013213834310008042	0.006412397301449469	0.011421155094094743	0.005771802632505103	0.003290375651220181	0.0	0.0	0.0	0.0	0.0006919218128351496	0.007052291994898342	0.0	0.0017568716350240862	0.010997732426303855	0.018465280849181778	NaN	0.0018089513917255062	0.01637400228050171	0.0	0.013776102088167054	0.00441376188320507	0.002386309402059044	0.029795962431177804	0.008970690588508237	0.0	0.0032209576980888983	0.0	0.0014619883040935672	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_FCS020_group	0.0009156670634557275	0.00517895126236937	0.0	0.002385149849631857	0.0	0.0	0.0	NaN	0.002991183879093199	0.0014274061990212073	0.0011092150170648465	0.0014937377915661266	0.0010687328835749116	0.004931862426995458	0.0	0.0008225939128050452	0.0	0.0005180452426178552	0.0	0.0	0.0	0.0009002925950934053	0.0	0.00031170303202040237	0.0	0.0	NaN	0.0	0.0	0.0016717748676511562	0.0	0.0	0.00040908161178155044	0.0018352585555435604	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Staphylococcales;f__Gemellaceae;g__Gemella	0.0	0.0	0.0007485029940119761	0.0	0.0	0.0	0.0	NaN	0.0	0.0023450244698205547	0.0	0.0	0.0	0.004023361453601558	0.0	0.0	0.0	0.0	0.0	0.0007162857328905385	0.0	0.0	0.0003407445267910384	0.0	0.0	0.0012162759840778417	NaN	0.0	0.0	0.0	0.0	0.0005658669081032141	0.0	0.0	0.0	0.0	0.0017715267339488941	0.0015229240141070857	0.0	0.0
d__Bacteria;p__Firmicutes;c__Negativicutes;o__Veillonellales-Selenomonadales;f__Selenomonadaceae;g__Megamonas	0.09303177364710191	0.043651160639970404	0.07955517536355859	0.012340557917660479	0.11998567335243553	0.0026690391459074734	0.03200826019617966	NaN	0.1130352644836272	0.04022226753670473	0.04854948805460751	0.11421348960128691	0.07868545855320286	0.15029201817001947	0.1906806503836137	0.11015903482314231	0.02440372041624459	0.039026074943878435	0.20096863911000287	0.0789216643875757	0.0879893905322032	0.0410383374596744	0.03296703296703297	0.05151601020119014	0.05691609977324263	0.13898717381689518	NaN	0.03302795121666569	0.07096921322690992	0.030649205906937867	0.021316705336426916	0.025916704391127206	0.056316901888593444	0.10191082802547771	0.039981439950506535	0.04734765453748356	0.030169637105432683	0.09017313241423533	0.049756335282651075	0.07548666186012978
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Subdoligranulum	0.0	0.0472579302691205	0.00320786997433704	0.0003111065021258944	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.00033397902611715985	0.0	0.0	0.00027419797093501506	0.0	0.0003453634950785702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0016585581601061478	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Enterorhabdus	0.0	0.0	0.001176218990590248	0.0048740018666390125	0.0	0.00400355871886121	0.0	NaN	0.0014168765743073047	0.001682300163132137	0.0014078498293515359	0.0009192232563483856	0.00046757063656402377	0.0	0.0005631026958541564	0.0	0.0	0.0012087722327749958	0.0	0.0003907013088493846	0.000576601510695958	0.0031510240828269186	0.003492631399608144	0.0005383961462170587	0.0	0.0	NaN	0.000525179436307405	0.0025997719498289623	0.0016717748676511562	0.0	0.0010185604345857855	0.0	0.0	0.0	0.0	0.0016104788490444492	0.0	0.000925925925925926	0.0009372746935832733
d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia	0.0	0.0006473689077961713	0.000427715996578272	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0007787151200519143	0.0	0.0	0.0	0.0003453634950785702	0.0	0.0	0.0	0.00030009753169780176	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00021473051320592657	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospiraceae_NK4A136_group	0.001465067301529164	0.0	0.001176218990590248	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Tyzzerella	0.0016482007142203095	0.004161657264403958	0.0018177929854576562	0.002385149849631857	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0008015496626811836	0.0	0.0	0.0014395393474088292	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Enterococcaceae;g__Enterococcus	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0005180452426178552	0.0	0.0	0.0017298045320878741	0.0	0.0	0.0	0.0	0.0033171163202122956	NaN	0.008461224251619303	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Syntrophococcus	0.0	0.0012022565430500323	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0008666394779771615	0.001279863481228669	0.0008043203493048374	0.0	0.0	0.0	0.0	0.0	0.000777067863926783	0.0	0.0	0.0	0.0	0.0	0.0004250495891187305	0.0	0.0015479876160990713	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Corynebacteriales;f__Corynebacteriaceae;g__Corynebacterium	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0004422821760283061	NaN	0.0	0.0	0.0	0.0	0.0003395201448619285	0.0004772618804118088	0.0	0.0	0.0	0.00021473051320592657	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnoclostridium	0.0	0.003976694719319338	0.00320786997433704	0.0010370216737529815	0.0	0.0	0.0	NaN	0.0053526448362720405	0.005301794453507341	0.005503412969283276	0.0019533494197403194	0.0016030993253623672	0.0	0.0	0.0	0.0006446265770328759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015873015873015873	0.0050862450243255196	NaN	0.00105035887261481	0.0	0.004179437169127891	0.0	0.0	0.0	0.0	0.001778671409790426	0.0	0.0	0.0	0.001608187134502924	0.0
d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Alloprevotella	0.03470378170497207	0.049200036992509015	0.05153977758768178	0.01856268796017837	0.019400668576886344	0.0	0.010841507485802787	NaN	0.0	0.0	0.0	0.0	0.052835481931734686	0.019597663854639843	0.028225522629689588	0.08918289004661366	0.0005525370660281794	0.0	0.0	0.0018883896594386925	0.0024793864959926195	0.012529071948383225	0.0011926058437686344	0.030971946727118164	0.07596371882086168	0.026205218929677133	NaN	0.005835327070082278	0.011995438996579247	0.05280022290331569	0.03857308584686775	0.007695789950203712	0.017249607963455375	0.05138723955521969	0.06449617198979198	0.006137658921525646	0.004240927635817049	0.0	0.015545808966861599	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Colidextribacter	0.012453072062997894	0.014242115971515769	0.0074850299401197605	0.0039406823602613295	0.0007163323782234957	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0010687328835749116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.002175707104809063	0.0	0.0047038821195806175	0.0	0.0	NaN	0.0	0.0	0.0016717748676511562	0.0033352668213457075	0.0	0.003340833162882662	0.005397819281010472	0.001933338488902637	0.0	0.0	0.0006412311638345624	0.0029239766081871343	0.002956020187454939
d__Bacteria;p__Firmicutes;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Butyricicoccus	0.0032048347220950462	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015755120414134593	0.0	0.0007367526211391329	0.0	0.0	NaN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d__Bacteria;p__Firmicutes;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__GCA-900066575	0.0	0.0	0.0	0.0	0.0	0.0	0.0	NaN	0.0	0.0005097879282218597	0.0008532423208191126	0.0	0.00046757063656402377	0.0010382868267358857	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0003967129498441485	0.0	0.0	NaN	0.0	0.0	0.0012538311507383673	0.0	0.0	0.0002727210745210336	0.0	0.0	0.0	0.0	0.0	0.0	0.0007209805335255948
