Sample_ID	643	671	745	915	680	940	1028	1124	1161	1192	1223	641	676	711	920	677	748	794	958	843	1087	1160	1189	751	829	1024	764	816	875	1022	640	667	716	970	790	1026	1097	1140
Acetic Acid	0.47621513092020074	-0.1697135478548637	0.045662664379836224	-0.3521642474451721	0.129041048430867	-0.11904213220277801	-0.009998916228088984	-0.06627320137216014	0.11160775947125347	-0.03522255316201461	-0.010112004937078764	-0.006394935913841058	-0.1796054698055661	0.1426109874645989	0.04338941825480806	0.18375817867524996	-0.09915639623367764	-0.014099130086274317	-0.07050265235529812	0.34995371165391226	-0.16032058158497947	0.08645952308681122	-0.27609265315574416	-0.081836926324409	-0.07514626436256136	0.15698319068697028	0.12846285281826347	0.04764050040367442	-0.25039430088647086	0.07429094766453281	-0.07304395410322698	0.04664090062281101	0.03521763200562229	-0.008814578525206326	-0.1258063626585685	-0.061489953487999544	0.1525295422470035	0.03476677389956452
Propionic Acid	0.6057813738878997	-0.5668386395735309	0.07630312292329651	-0.11524585723766415	0.3506434291749821	-0.1402193286517741	-0.21042410052320804	-0.08962595189844386	0.10099890527320636	0.07639182498139002	-0.08776477835615246	0.22786687020016547	-0.07136467432702329	0.22044582148517686	-0.3769480173583192	-0.10298501647185154	0.006609009413203193	0.04083256222813858	0.05554344483050979	0.1957953534205529	0.009547167550600394	0.04921121602254682	-0.25455373699370004	-0.22366316189905416	0.011390617586817697	0.2122725443122364	-0.2540642458431128	0.10250407535265664	-0.20678552394567196	0.35834569443612835	0.1421148724963491	-0.04108919365699787	-0.035948376036909646	-0.06507730280244167	0.1176412665821478	-0.1530633980406197	-0.059396631728410504	0.09481876318688234
Butyric Acid	0.5900154219851755	-0.26194425859426995	0.06876808180516358	-0.39683924519606756	0.3807117290117432	-0.31590741492848956	-0.06480431408325381	-0.193213857978218	0.1334316188424914	-0.028757802332745514	0.08854004146847216	0.46834531958199993	-0.6920475985897383	0.4200784508109034	-0.1963761718031654	-0.3178064399841782	0.12825889843501773	0.21996799886165452	-0.03042045731249413	0.3489596434561727	-0.22423304818257744	0.18102220909950342	-0.305748804373099	-0.20722851314704316	-0.3174012802725985	0.5246297934196417	-0.20449407385798402	0.166700578077538	0.056838092817130995	-0.019044597036685085	0.5170117034549001	-0.23912987495504495	0.036940595403352254	-0.3148224239032073	0.12189027485765991	-0.4547556853515366	0.3423884698689695	-0.009523059375092735
Isovaleric acid	1.0066749976633023	-0.5163028396576151	-0.675005338602033	0.18463318059634898	0.5319890809551674	-0.5071122496032541	-0.024876831351913466	-0.2632665444750299	0.1352396090163335	0.18618022542351423	-0.0581532899648187	0.9083719704991328	-0.3027906568330443	-0.3027906568330443	-0.3027906568330443	0.15565788966457664	0.423176119565088	-0.3793489316785943	-0.19948507755107037	-0.16397047718630436	-0.2320408870612733	0.13072506166956632	0.26528630257801084	-0.25741747120663305	0.00468159098321235	0.25273588022342075	-0.03265860591444442	-0.6527570440106193	0.7180742558395081	-0.03265860591444442	1.9055522323859753	-0.3221009177959384	-0.8437800515244602	-0.7396712630655764	-0.006434196096441636	-0.45210154694204496	-0.07453226444632713	0.5330680074848136
alpha-Muricholic acid	-0.010355528907266959	-0.3819391511995803	-0.15781189154626166	0.5501065716531088	0.730985664911132	-0.8762351066473613	0.14524944173622928	0.25381817588799266	-0.0378470779508361	-0.42943135710571134	0.21346025916855463	-0.03047414949165325	-0.35341255582997516	0.7511992539509617	-0.36731254862933305	-0.15333697331153995	-0.22820106380506025	0.33110368877086993	0.050434348345730184	0.9573148873731464	-0.39959626055110764	-0.44385079363897695	-0.113867833183062	-0.6428480645864388	-0.3359046898324738	0.9787527544189126	-0.4978861449063676	-0.4615433820236825	-0.3732198586919282	1.3326493856219783	0.4025557694770678	-0.17325179811872513	0.11287704229818027	-0.3421810136565228	0.491208437344298	-0.6304794542103107	0.6692668847550932	-0.5299958678890804
Cholic Acid	-0.42011789174921094	-0.8922937455344422	0.8661602637992419	0.4462513734844083	2.774655393128771	-2.3803569984855604	-0.39429839464321037	0.372043224122083	-0.32752440343699785	-0.601512360673567	0.5569935399884827	-1.2633061056708859	-2.1158270745536214	3.375452519446836	0.003680660777672137	-0.7140598579141544	-0.7699633020075327	1.5800888660783767	-0.09606570615668823	2.199256422066194	-0.7571178799661615	-0.6857441101556321	-0.7563944319444003	-0.7193760457735544	-1.5713765175826553	2.290752563356209	-0.05705154659924174	-1.2110122507357302	-2.1308791358009906	3.398942933135963	0.14486115265798508	-0.20339461567621128	0.8097772788949424	-0.7512438158767161	0.45469341006763314	-0.9287154871312328	1.559063459970729	-1.0850413829071293
Hyocholic acid	0.006247495306813955	-0.6595296642498182	-0.06986997559954973	0.7231521445425532	-0.15142315462138964	-0.20335192074184125	0.3547750753632313	0.25523677199915235	-0.025868488696336022	-0.3791362568498874	0.14976797354707116	0.08521540667042006	0.03878836945608001	0.008259876778957863	-0.1322636529054574	0.15490325560866916	-0.021369701706344762	-0.190661269918587	0.057127716016262556	0.6875822130260478	-0.5737147976624004	-0.09430245181487504	-0.01956496354877243	-0.5834048915213749	0.06196643891455875	0.5214384526068161	-0.45047510540323327	-0.19742788685548757	-0.06655299160385286	0.7144559838625737	0.5307058074720986	-0.19061373968831344	-0.08526991809404719	-0.2548221496897381	0.38348021119675624	-0.27625501293653665	0.10804475416560202	-0.21526995242582173
Lithocholic acid	0.5412644379149324	-1.274111131892788	-0.5113145058811213	1.2441611998589777	-0.5323980451962005	0.37928312461153574	0.15311492058466486	0.22999195920678178	-0.3156168317215008	0.09548350513421687	-0.009858632619498068	0.2173191995704409	0.36680514167239936	-0.17373241797165853	-0.4103919232711816	0.09612684796990754	-0.19643340222617248	-0.25660229661712997	0.35690885087339447	0.49731480742738393	-0.34789885101194146	-0.303766830172826	0.15435087375738332	-0.13080227798979563	0.32130361574521843	-0.1905013377554229	0.24888610266365221	-0.02420618729624774	0.2499043988002683	-0.4745843141676727	0.2598309542047568	-0.01669560309496325	-0.1800160959139326	-0.06311925519586117	0.23134611149198375	0.29915009520524105	-0.2829783321040922	-0.2475178745931325
Chenodiol	-0.3964077146372542	-0.679859063484912	-0.022207256763294925	1.0984740348854596	1.7433766378802826	-1.6026056761001144	-0.1407709617801685	0.5175282388331521	-0.08506688731956956	-0.42419039567391725	-0.008270955839664992	-0.324099215387231	-1.0919723173385265	1.7459701521112965	-0.329898619385538	-0.5296697959186282	0.3559084039237598	0.45274619346132056	-0.2789848014664511	1.04109749330566	-0.30338937565244095	-0.28673163278124336	-0.4509764848719763	-0.735158313511369	-0.7204758342075394	1.455634147718908	0.023148992951954734	-0.8962229148905305	-0.6032906066354947	1.4763645285740703	0.5806936059714276	-0.4202840128179124	0.5381050778777796	-0.6985146710312946	0.20801070844829495	-0.8121358486167035	1.2601798084034994	-0.6560546682350904
