Sample_ID	QTBSBXVTEAMEQO-UHFFFAOYSA-N	XBDQKXXYIPTUBI-UHFFFAOYSA-N	FERIUCNNQQJTOY-UHFFFAOYSA-N	GWYFCOCPABKNJV-UHFFFAOYSA-N	DKPMWHFRUGMUKF-GDYCBZMLSA-N	BHQCQFFYRZLCQQ-OELDTZBJSA-N	DKPMWHFRUGMUKF-KWXDGCAGSA-N	SMEROWZSTRWXGI-HVATVPOCSA-N	RUDATBOHQWOJDD-BSWAIDMHSA-N	KXGVEGMKQFWNSR-LLQZFEROSA-N	RFDAIACWWDREDC-FRVQLJSFSA-N	GHCZAUBVMUEKKP-GYPHWSFCSA-N	WVULKSPCQVQLCU-BUXLTGKBSA-N	XBSQTYHEGZTYJE-OETIFKLTSA-N	WBWWGRHZICKQGZ-HZAMXZRMSA-N	BHTRKEVKTKCXOH-BJLOMENOSA-N	QBYUNVOYXHFVKC-GBURMNQMSA-N	AWDRATDZQPNJFN-VAYUFCLWSA-N	HNDVDQJCIGZPNO-YFKPBYRVSA-N	XOAAWQZATWQOTB-UHFFFAOYSA-N	MTCFGRXMJLQNBG-REOHCLBHSA-N	ZDXPYRJPNDTMRX-VKHMYHEASA-N	ODKSFYDXXFIFQN-BYPYZUCNSA-N	DHMQDGOQFOQNFH-UHFFFAOYSA-N	CKLJMWTZIZZHCS-REOHCLBHSA-N	AYFVYJQAPQTCCC-GBXIJSLDSA-N	QNAYBMKLOCPYGJ-REOHCLBHSA-N	BTCSSZJGUNDROE-UHFFFAOYSA-N	ONIBWKKTOPOVIA-BYPYZUCNSA-N	AHLPHDHHMVZTML-BYPYZUCNSA-N	KDXKERNSBIXSRK-YFKPBYRVSA-N	FFEARJCKVFRZRR-BYPYZUCNSA-N	KZSNJWFQEVHDMF-BYPYZUCNSA-N	AGPKZVBTJJNPAG-WHFBIAKZSA-N	ROHFNLRQFUQHCH-YFKPBYRVSA-N	COLNVLDHVKWLRT-QMMMGPOBSA-N	QIVBCDIJIAJPQS-VIFPVBQESA-N	WHUUTDBJXJRKMK-VKHMYHEASA-N	OUYCCCASQSFEME-QMMMGPOBSA-N
643	6588.3678427547975	5930.8800934931405	2456.9072659734115	325.25769398659827	0.7037187828266921	1.4602683191391388	2.0479935847074384	514.024998276415	15.171726687493935	829.0726579891606	0.006907354889052435	0.011999452206254481	0.11795020126048521	0.008370904214075683	0.057780878271236624	0.016422647724046537	0.004462436458123043	0.15731130685841874	13.997794438843142	5.606405064367506	31.683742172802226	18.562749277341545	7.548428656531781	62.53873240383993	118.64141864290676	58.286519178526994	136.18674266449656	4.3948438578456	58.44064622757918	17.8358977424087	223.57660186188457	52.31270711119573	67.11265350972512	62.06827996476575	103.41143156818383	58.721943564260954	9.83159276792823	554.1451303077201	497.8171111520565
671	3125.630858051481	1715.1932468077891	972.1033818591877	64.87626683837811	0.4405918669048637	0.42687339170287253	0.6791700971763397	67.93258881214604	8.583163675664222	198.91047401377162	0.0056307048077295615	0.01711457662574252	0.03413757345570509	0.008370904214075683	0.13502329059584886	0.042474387643942804	0.01565049440184991	0.12439536462826177	7.044239420663957	9.753518601010542	17.34991327264736	23.386916185367156	4.592164813198045	27.66676373655596	77.33058818129375	22.677069958912444	64.78037197435738	3.4234087066068732	30.88924948961194	7.56915896532674	80.75704638770452	23.36692031960975	29.358558767290237	23.10410874421429	36.82844141523878	33.965353590928565	12.047240816528598	438.76826673828896	462.6291136238039
745	4112.841767822313	3603.2888445315575	1447.3326018321043	50.40123763343576	0.5911297737694936	6.787785904834277	1.8576847340483085	191.300407896512	26.10930984610713	628.674149278031	0.02498154557219278	0.013504640823562017	0.19222089724145375	0.008787713361777414	0.1755821272827885	0.13695690442969172	0.09157350204697527	0.8590151845001611	7.75843576271072	9.969610318904769	8.22091486326131	17.515145160610498	5.186824136852974	12.83435916718657	56.48526822377906	16.637424676452866	34.57017612074063	10.730301732810986	14.674040230915663	4.1604775126083595	58.23131139947986	13.693592862516125	15.929640366471538	14.989012659659322	19.1189310557056	25.157855338429233	11.93458593912667	254.02633254599832	296.2533501822637
915	2397.239167177353	2950.613304931111	807.4482054789637	151.80167376850744	1.2538541863459836	4.507505992664728	4.431446472191375	905.2182104644555	82.33688194388967	2727.2837231973267	0.06660529294301636	0.03402108712218815	0.5273666797522307	0.008843782148981643	0.13220190521140757	0.039482615322426355	0.04738334681373774	0.7947292702133804	4.226564431039664	10.139676267960619	30.481235767635017	26.104911358943433	5.221832914101718	29.327973879066903	103.50046841305294	25.634323488891013	66.06775731206808	3.8683867627454247	28.14539233114977	7.3295091946129896	99.33747246884309	25.374093136071757	33.56116326292874	32.99487536007312	50.96118124468692	35.73359750629313	11.664837708746202	416.1877427750446	377.7591626039304
680	3298.2186897540287	1847.4109623242948	1193.080856192024	143.87388203862957	2.0961733614185656	103.28970912973757	2.556760255862496	75.42938168017523	375.0801905819309	918.4073591794007	0.23466155033645486	0.13020457464342242	0.21570429691221144	0.008370904214075683	53.759080389574734	81.42499231143248	2.8374154347672795	87.20387772092693	172.81011140606384	466.8086062591032	19.34946426701587	185.5614317359224	35.11497766131612	56.54948662931919	210.6910213552889	26.694096129566944	85.38528233420082	58.61650104096617	31.150051889632074	124.32252587674557	156.17382934187046	50.22760375878143	107.7917399458579	62.605822549476684	92.60937573026371	170.92701244081366	92.37124402013336	2094.4343420660894	302.5489378053542
940	2302.2648462467655	839.8966435454912	402.00282376216575	31.982968690925087	0.3823102012810334	0.719877069769857	2.4078560940824136	238.0631928242086	17.263823970167696	700.9574962970976	0.058208092360106094	0.01711457662574252	0.17941254137770027	0.015097259931762148	0.5266812660939673	0.9458762668943959	0.0948308245693941	1.38689469119915	11.934264959271896	20.135737878319258	43.93537789634511	62.13696269892933	10.443873409596991	37.087134593248926	167.3503989359042	49.09752147854964	95.34478498987555	5.848993741066963	53.689567879226026	68.7146706496751	167.6925301525153	37.39513442304728	48.55559488295694	52.468992202297926	67.4637110103152	48.07788535464058	24.536990938569335	975.6469101539169	178.85570198175046
1028	2719.020370754664	721.8214251109964	644.3044410096063	74.08007655487289	1.2448397724513192	9.491625700198929	4.3269831662746405	187.68742112788294	85.7422513919587	1355.7512789363311	0.08950975633401972	0.010590588789800851	0.15895879890814565	0.007319985822216883	5.916710333304628	1.1173949679208628	0.10258824225972081	2.5836113575833215	11.031239917314378	31.400950699754404	21.308877381135833	49.219341694540454	9.604646350219117	22.13159990355685	168.84157234523406	36.17115925172999	62.85439184728378	5.848993741066963	28.191982696464805	54.674847842106026	110.77607727703608	21.630155460672782	19.4884466611046	22.534111570485305	24.50259217870198	26.570584526674704	17.012687980390826	590.1019240331747	131.09358583129716
1075	2366.8252918242024	1049.1890640536508	475.84650830019325	27.879016163713754	0.34587269653246044	0.8039675573553648	1.9487850927447354	237.35454648723604	32.036601126035805	724.994677143337	0.07277795219198814	0.020669339362665733	0.18129741603143038	0.0060287647210296915	0.27393697389025506	0.1731219468822741	0.030929955908830086	0.5431011298400724	9.689120717387107	66.90412644506078	32.390005678168365	51.0162529885216	7.8086326762847555	28.610031881021445	173.88235033889072	46.07111883435218	97.18656444268703	5.9725565074086875	44.14937165585037	205.7107587314163	144.9149440816805	42.6050049153607	42.69173703735064	42.955473329536986	62.622698696864056	49.91658142085184	19.746072473631163	913.568884319626	226.5168906701099
1124	2541.071621687653	1094.1092454448965	822.9952103916187	53.840461269249225	0.6461682018635023	2.9264398956149495	2.3670977313418833	147.4777319918965	36.15684518605342	589.7780616879674	0.0268206964410468	0.011769894316671125	0.16948846002652576	0.007280309383728985	0.5384885814115057	0.7214300036644037	0.22745406725442224	1.5851500699085843	9.646298147978431	3.143809334961551	24.41751096972581	46.299377940749046	5.97144966314811	26.250476514642543	97.03627884215197	33.275849798364376	86.7811963360225	5.848993741066963	27.258064751407993	5.055896708095523	64.57111216739585	26.910422724135522	36.043640039761485	30.800741194090456	45.112597927934154	40.97156798944044	16.658650796673726	454.03209569406835	465.64363754739304
1161	3268.9463836785108	1481.177504861722	1253.8067314307582	94.53739873857901	0.44459197893432734	0.940494629268803	1.6550227277047094	66.67490427318802	16.380671702482328	361.46596255017374	0.01301669719481206	0.01711457662574252	0.05584943191297144	0.008370904214075683	0.8716875761983944	1.1605266631175035	0.27395098991784944	4.7128458711673265	8.019861203180541	17.4186940127026	30.82697891346595	39.5802220483197	6.55169697470579	25.154298673787434	78.11966686532949	39.810685584612784	130.29459752262682	6.64025585949749	27.653944471093254	3.2501849170797468	44.80277306717727	32.45993926488588	76.45930354470146	58.0118555647729	86.08942525995997	77.44177395500805	14.469283294511103	429.16785141283106	645.9394756052054
